"","m","impact.wave1","events.wave1","ee_concerns.wave1","country","impact.wave2","energy_price","percent_energy","gas_price","percent_gas","ee_concerns.wave2","events.wave2","n","ee_concerns.diff","impact.diff"
"1",227471319859444,3,348,4,"Germany",3,2,8,3,NA,2,348922,1,2,0
"2",227471319859447,4,34,5,"Switzerland",3,3,NA,2,15,4,3,1,1,1
"3",227471450945619,3,48,1,"Switzerland",4,2,3,2,5,1,8,1,0,-1
"4",227471450957862,2,4,5,"Switzerland",2,2,50,2,30,4,4822,1,1,0
"5",229166066768913,3,348,4,"Germany",3,2,10,2,15,4,3422,1,0,0
"6",229166066768915,4,4,4,"Germany",4,2,5,2,10,4,20,1,0,0
"7",229166066769952,3,11,4,"Germany",3,2,30,2,15,5,11,1,-1,0
"8",229166066770991,3,48,6,"Germany",4,4,10,4,10,5,20,1,1,-1
"9",229166066770993,3,48,6,"Germany",3,2,50,2,20,5,4,1,1,0
"10",229166066770995,4,3,4,"Germany",3,2,30,2,80,5,204,1,-1,1
"11",229166066770996,2,34,5,"Germany",2,2,20,2,20,6,3204,1,-1,0
"12",229166066772029,5,34,5,"Germany",3,2,53,2,47,6,32148,1,-1,2
"13",229166066772032,2,34,4,"Germany",3,3,NA,3,NA,4,32021422,1,0,-1
"14",229166066774127,4,34,3,"Germany",3,3,NA,2,10,4,320,1,-1,1
"15",229166066775173,4,1,3,"Germany",3,3,NA,3,NA,4,11,1,-1,1
"16",229166066778296,2,34,5,"Germany",3,2,15,2,25,5,3422,1,0,-1
"17",229166066778304,2,34,5,"Germany",2,2,90,2,80,5,32021422,1,0,0
"18",229166066778312,3,48,5,"Germany",3,2,60,3,NA,5,20214822,1,0,0
"19",229166066780393,4,34,3,"Germany",3,3,NA,2,10,5,11,1,-2,1
"20",229166066780404,4,8,5,"Germany",3,2,30,2,30,6,202148,1,-1,1
"21",229166066782222,3,13456,6,"Germany",3,3,NA,2,10,5,132048,1,1,0
"22",229166066786390,4,8,4,"Germany",3,2,15,2,20,6,20214,1,-2,1
"23",229166066788467,4,8,6,"Germany",3,3,NA,3,NA,6,11,1,0,1
"24",229166066788475,4,4,6,"Germany",4,4,12,4,15,6,214,1,0,0
"25",229166066789519,4,11,2,"Germany",4,2,20,2,25,1,1,1,1,0
"26",229166066790561,3,3,4,"Germany",4,3,NA,2,30,5,3,1,-1,-1
"27",229166066792658,1,11,5,"Germany",1,2,50,2,50,6,2022,1,-1,0
"28",229166066799696,4,11,1,"Germany",4,3,NA,3,NA,3,11,1,-2,0
"29",229166066803864,2,348,6,"Germany",4,2,30,2,40,6,32021422,1,0,-2
"30",229166066809875,1,34,6,"Germany",2,3,NA,3,NA,5,822,1,1,-1
"31",229166066809882,3,9,4,"Germany",4,2,30,2,20,4,21,1,0,-1
"32",229166066821130,2,489,5,"Germany",4,2,50,2,30,5,20214922,1,0,-2
"33",229166066823206,4,4,2,"Germany",4,3,NA,3,NA,2,4,1,0,0
"34",229166066831553,4,48,5,"Germany",3,2,40,4,30,5,202148,1,0,1
"35",229166066833642,3,348,4,"Germany",3,2,25,3,NA,5,320214822,1,-1,0
"36",229166416656617,3,48,4,"Switzerland",3,2,25,4,30,3,48,1,1,0
"37",229166416657415,4,2345,4,"Switzerland",4,3,NA,3,NA,5,246,1,-1,0
"38",229166416657657,4,489,5,"Switzerland",3,2,10,2,5,4,148922,1,1,1
"39",229166416658444,3,12345689,2,"Switzerland",3,3,NA,3,NA,2,148922,1,0,0
"40",229166416658456,4,49,4,"Switzerland",3,2,20,2,15,4,34,1,0,1
"41",229166416659499,3,3489,4,"Switzerland",3,2,40,2,80,5,489,1,-1,0
"42",229166416659503,4,5,4,"Switzerland",3,3,NA,4,40,4,5,1,0,1
"43",229166416660547,3,11,4,"Switzerland",3,2,10,2,8,3,4,1,1,0
"44",229166416661577,3,11,5,"Switzerland",3,3,NA,3,NA,6,22,1,-1,0
"45",229166416661595,3,11,4,"Switzerland",4,2,5,2,10,4,11,1,0,-1
"46",229166416662627,4,1346,4,"Switzerland",3,2,30,2,20,4,42210,1,0,1
"47",229166416662637,3,348,5,"Switzerland",3,2,5,2,10,4,11,1,1,0
"48",229166416663673,3,48,4,"Switzerland",3,2,8,2,5,4,4,1,0,0
"49",229166416665772,2,489,5,"Switzerland",3,2,10,2,20,4,8,1,1,-1
"50",229166416665777,3,3,5,"Switzerland",3,2,15,2,25,4,8922,1,1,0
"51",229166416666812,4,11,2,"Switzerland",4,3,NA,3,NA,1,489,1,1,0
"52",229166416667853,3,8,4,"Switzerland",4,2,10,2,15,3,8,1,1,-1
"53",229166416667863,3,8,5,"Switzerland",2,2,10,2,10,5,22,1,0,1
"54",229166416673876,3,48,3,"Switzerland",3,2,25,4,25,4,4822,1,-1,0
"55",229166416689292,3,348,2,"Switzerland",3,3,NA,4,5,3,4,1,-1,0
"56",229242295738445,2,13456,6,"Germany",3,2,18,2,30,6,32149,1,0,-1
"57",229242295738451,3,8,4,"Germany",3,2,10,2,10,4,20,1,0,0
"58",229242295738453,3,348,5,"Germany",4,2,25,2,5,5,2021422,1,0,-1
"59",229242295738457,3,4,5,"Germany",3,3,NA,2,10,4,4822,1,1,0
"60",229242295738458,3,45,4,"Germany",3,2,17,2,14,4,32148,1,0,0
"61",229242295739490,3,348,5,"Germany",2,4,5,4,5,5,3214,1,0,1
"62",229242295740534,3,48,4,"Germany",4,2,50,2,100,4,20,1,0,-1
"63",229242295740540,1,4,4,"Germany",1,2,5,2,5,5,32021422,1,-1,0
"64",229242295741568,4,11,5,"Germany",3,3,NA,3,NA,3,8922,1,2,1
"65",229242295741575,4,4,6,"Germany",3,2,100,2,100,6,22,1,0,1
"66",229242295742617,3,3489,6,"Germany",3,3,NA,3,NA,6,3214,1,0,0
"67",229242295742618,3,11,5,"Germany",3,2,4,3,NA,6,4,1,-1,0
"68",229242295742621,5,2368,5,"Germany",4,2,20,3,NA,6,2069,1,-1,1
"69",229242295743653,3,348,6,"Germany",3,2,100,2,100,6,3214,1,0,0
"70",229242295743656,1,345,6,"Germany",1,2,100,2,55,6,3214,1,0,0
"71",229242295743657,2,48,5,"Germany",1,2,32,2,27,5,21,1,0,1
"72",229242295743670,2,4,6,"Germany",3,2,100,3,NA,3,4,1,3,-1
"73",229242295744695,5,3,5,"Germany",6,3,NA,3,NA,4,21,1,1,-1
"74",229242295744697,3,349,6,"Germany",4,2,6,2,7,6,3202189,1,0,-1
"75",229242295744700,2,348,6,"Germany",1,2,25,2,25,6,32021492210,1,0,1
"76",229242295744711,3,11,5,"Germany",3,3,NA,2,50,5,20214,1,0,0
"77",229242295745745,5,135689,5,"Germany",4,3,NA,3,NA,3,132145689,1,2,1
"78",229242295745754,3,34,4,"Germany",3,2,20,2,10,5,34,1,-1,0
"79",229242295746787,2,48,6,"Germany",3,4,5,4,5,5,202148,1,1,-1
"80",229242295746789,2,348,6,"Germany",1,2,80,2,100,6,348,1,0,1
"81",229242295747839,4,3,4,"Germany",4,2,10,3,NA,4,20,1,0,0
"82",229242295748625,3,34,4,"Germany",2,2,50,2,50,5,2156,1,-1,1
"83",229242295748626,2,34,6,"Germany",3,2,50,2,100,6,32021422,1,0,-1
"84",229242295749654,2,34,5,"Germany",3,2,40,2,40,6,3214,1,-1,-1
"85",229242295749656,2,134,6,"Germany",3,2,10,2,8,6,8,1,0,-1
"86",229242295749665,4,10,3,"Germany",4,3,NA,3,NA,4,10,1,-1,0
"87",229242295750703,2,4,4,"Germany",3,2,25,3,NA,4,11,1,0,-1
"88",229242295750704,3,348,5,"Germany",2,2,5,2,10,6,320214,1,-1,1
"89",229242295750705,4,11,1,"Germany",3,3,NA,3,NA,4,11,1,-3,1
"90",229242295751744,2,4,3,"Germany",1,3,NA,2,70,4,11,1,-1,1
"91",229242295752786,4,11,4,"Germany",4,2,5,3,NA,4,11,1,0,0
"92",229242295752791,3,8,6,"Germany",3,2,14,2,16,5,218,1,1,0
"93",229242295753826,2,3489,6,"Germany",2,4,15,4,30,6,3202148922,1,0,0
"94",229242295753827,3,3456,6,"Germany",3,2,20,2,20,6,3202148922,1,0,0
"95",229242295753830,1,34,1,"Germany",4,2,25,2,20,6,321,1,-5,-3
"96",229242295753832,3,34,2,"Germany",4,2,5,2,5,3,13422,1,-1,-1
"97",229242295753838,1,13459,6,"Germany",1,2,40,4,15,6,21422,1,0,0
"98",229242295753844,3,34,3,"Germany",3,2,20,2,10,4,3214,1,-1,0
"99",229242295754881,4,3,5,"Germany",4,3,NA,2,100,3,32021,1,2,0
"100",229242295754886,4,4,4,"Germany",4,2,14,3,NA,4,4,1,0,0
"101",229242295755912,4,34,4,"Germany",4,2,15,2,33,5,23489,1,-1,0
"102",229242295755913,4,3456,3,"Germany",3,2,10,2,4,3,34,1,0,1
"103",229242295756956,3,349,6,"Germany",3,3,NA,2,90,6,349,1,0,0
"104",229242295758007,1,9,6,"Germany",1,2,80,2,80,6,21,1,0,0
"105",229242295758012,4,11,4,"Germany",3,2,100,2,100,3,11,1,1,1
"106",229242295759045,2,348,6,"Germany",2,3,NA,4,20,6,1320214822,1,0,0
"107",229242295759052,2,34,6,"Germany",3,2,10,2,6,6,34,1,0,-1
"108",229242295760085,3,489,5,"Germany",3,4,20,4,20,6,148,1,-1,0
"109",229242295760097,5,345689,6,"Germany",4,2,25,2,25,4,21422,1,2,1
"110",229242295761139,3,348,4,"Germany",2,4,15,3,NA,4,8,1,0,1
"111",229242295765044,2,4,6,"Germany",2,2,30,2,30,6,21,1,0,0
"112",229242295766083,3,348,4,"Germany",1,3,NA,2,40,3,822,1,1,2
"113",229242295766086,3,349,6,"Germany",3,3,NA,2,5,6,320214922,1,0,0
"114",229242295766090,4,4,4,"Germany",2,2,10,2,40,4,4,1,0,2
"115",229242295766095,1,348,6,"Germany",1,2,20,2,16,6,204822,1,0,0
"116",229242295770258,4,3,5,"Germany",3,2,4,2,4,4,9,1,1,1
"117",229242295770261,1,34,6,"Germany",2,2,20,2,8,4,20214,1,2,-1
"118",229242295771292,5,13,5,"Germany",4,2,50,2,50,4,2,1,1,1
"119",229242295775457,2,3489,6,"Germany",3,2,15,3,NA,5,3489,1,1,-1
"120",229242295779354,2,134,6,"Germany",3,2,50,2,30,6,1321422,1,0,-1
"121",229242295779358,2,4810,6,"Germany",1,4,15,3,NA,6,48,1,0,1
"122",229242295780393,2,34,5,"Germany",1,2,13,2,12,5,3202148,1,0,1
"123",229242295781433,4,4,5,"Germany",4,2,23,3,NA,5,21,1,0,0
"124",229242295784565,2,348,5,"Germany",2,2,60,2,100,6,320214892210,1,-1,0
"125",229242295787687,3,4,5,"Germany",3,2,30,2,30,5,20422,1,0,0
"126",229242295791846,3,35689,5,"Germany",4,3,NA,3,NA,4,345,1,1,-1
"127",229242295796801,3,2,3,"Germany",4,3,NA,2,20,4,4,1,-1,-1
"128",229242295798887,3,34,4,"Germany",2,2,30,3,NA,5,320214,1,-1,1
"129",229242295804087,1,3458,6,"Germany",1,3,NA,3,NA,6,32021422,1,0,0
"130",229242295805140,3,345689,3,"Germany",3,3,NA,3,NA,3,32148,1,0,0
"131",229242295808010,6,1246,6,"Germany",6,3,NA,3,NA,6,13204,1,0,0
"132",229242295810100,3,34,5,"Germany",3,3,NA,2,30,4,2022,1,1,0
"133",229242295811148,3,89,6,"Germany",3,2,10,2,25,6,4822,1,0,0
"134",229242295814258,6,4568,6,"Germany",1,2,65,2,60,6,34,1,0,5
"135",229242295822351,1,348,6,"Germany",1,2,100,4,15,4,3202148,1,2,0
"136",229242295826528,2,12348,6,"Germany",3,2,40,2,40,4,320,1,2,-1
"137",229242295830711,3,3,5,"Germany",5,4,10,4,10,5,235,1,0,-2
"138",229242295831746,3,89,5,"Germany",3,3,NA,3,NA,5,208,1,0,0
"139",229242295833833,4,4,3,"Germany",5,2,30,2,50,4,216,1,-1,-1
"140",229242295835661,1,34,5,"Germany",1,4,8,4,10,6,11,1,-1,0
"141",229242295843984,4,48,3,"Germany",4,4,20,4,20,1,202148,1,2,0
"142",229242295846074,4,11,4,"Germany",4,3,NA,2,20,4,11,1,0,0
"143",229242295846088,3,4,4,"Germany",3,2,5,2,50,5,34,1,-1,0
"144",229242295848169,2,34,6,"Germany",1,3,NA,2,15,6,218,1,0,1
"145",229242295855225,2,348,5,"Germany",3,3,NA,2,50,3,32021422,1,2,-1
"146",229242295860434,1,1348,6,"Germany",1,2,50,2,30,6,48,1,0,0
"147",229242295869566,5,8,5,"Germany",4,2,15,2,20,5,1320215,1,0,1
"148",229242449955882,3,348,6,"Switzerland",3,2,30,2,30,4,11,1,2,0
"149",229242449955883,3,8,5,"Switzerland",3,4,30,3,NA,2,822,1,3,0
"150",229242449956909,2,4,5,"Switzerland",2,2,90,4,52,5,48,1,0,0
"151",229242449956910,3,89,2,"Switzerland",3,3,NA,4,20,1,892210,1,1,0
"152",229242449956912,4,34689,4,"Switzerland",4,2,10,2,20,3,348,1,1,0
"153",229242449956919,4,19,4,"Switzerland",4,3,NA,2,20,5,89,1,-1,0
"154",229242449956920,3,3489,4,"Switzerland",3,2,8,2,15,6,38,1,-2,0
"155",229242449956922,4,48,5,"Switzerland",3,2,30,2,25,6,4,1,-1,1
"156",229242449956923,4,11,4,"Switzerland",3,2,15,2,50,2,822,1,2,1
"157",229242449957957,3,11,3,"Germany",3,2,10,2,10,3,11,1,0,0
"158",229242449957958,3,8,4,"Switzerland",3,2,15,4,10,4,8,1,0,0
"159",229242449957973,3,4689,5,"Switzerland",3,2,25,2,30,4,48922,1,1,0
"160",229242449959012,2,11,1,"Switzerland",4,2,10,2,10,4,22,1,-3,-2
"161",229242449959017,3,348,4,"Switzerland",3,2,20,2,30,5,348,1,-1,0
"162",229242449960046,3,8,5,"Switzerland",4,3,NA,2,30,4,8,1,1,-1
"163",229242449960050,4,468,3,"Switzerland",3,2,5,2,10,4,48,1,-1,1
"164",229242449960052,3,348910,6,"Switzerland",3,2,30,4,10,6,34822,1,0,0
"165",229242449960054,4,11,4,"Switzerland",3,4,5,2,5,3,14,1,1,1
"166",229242449960055,1,48,5,"Switzerland",2,2,15,2,75,4,348,1,1,-1
"167",229242449960057,4,48,5,"Switzerland",3,3,NA,2,70,3,8,1,2,1
"168",229242449960062,3,3489,6,"Switzerland",2,2,10,2,20,5,348922,1,1,1
"169",229242449960063,4,3,4,"Switzerland",4,2,50,2,100,4,3,1,0,0
"170",229242449961107,3,48,4,"Switzerland",3,2,20,2,100,2,48,1,2,0
"171",229242449961110,2,34,6,"Switzerland",2,2,33,2,20,5,4,1,1,0
"172",229242449961111,3,348,5,"Switzerland",3,2,100,4,15,5,4,1,0,0
"173",229242449961112,3,48,4,"Switzerland",3,2,40,2,50,4,482210,1,0,0
"174",229242449962145,4,4,3,"Switzerland",3,2,30,2,50,5,48,1,-2,1
"175",229242449962151,3,489,5,"Switzerland",3,2,10,4,15,4,4822,1,1,0
"176",229242449962154,2,348,4,"Switzerland",3,2,6,2,10,5,34822,1,-1,-1
"177",229242449963187,3,11,5,"Switzerland",2,2,90,2,80,5,4,1,0,1
"178",229242449963203,3,11,1,"Switzerland",1,2,10,2,15,5,4,1,-4,2
"179",229242449964248,3,48,4,"Switzerland",4,2,10,2,5,4,48,1,0,-1
"180",229242449965295,3,10,1,"Switzerland",3,3,NA,2,100,1,10,1,0,0
"181",229242449965297,3,4,4,"Switzerland",4,2,50,3,NA,5,4822,1,-1,-1
"182",229242449966083,4,11,3,"Switzerland",4,2,8,2,12,3,11,1,0,0
"183",229242449966323,4,48,5,"Switzerland",3,2,5,2,10,3,4,1,2,1
"184",229242449966325,3,468,5,"Switzerland",3,2,5,2,8,3,4,1,2,0
"185",229242449966328,2,11,6,"Switzerland",3,2,7,2,5,3,822,1,3,-1
"186",229242449966330,4,810,5,"Switzerland",2,2,11,2,11,3,369,1,2,2
"187",229242449966332,3,48,4,"Switzerland",3,2,15,2,20,3,48,1,1,0
"188",229242449967117,1,11,5,"Switzerland",1,3,NA,3,NA,6,11,1,-1,0
"189",229242449967120,3,11,3,"Switzerland",4,3,NA,3,NA,3,11,1,0,-1
"190",229242449968159,5,3,3,"Switzerland",3,2,50,3,NA,2,4,1,1,2
"191",229242449968175,3,48,3,"Switzerland",3,2,25,2,10,2,34822,1,1,0
"192",229242449969214,2,89,6,"Switzerland",2,2,80,2,100,6,11,1,0,0
"193",229242449969217,4,34568,5,"Switzerland",3,2,3,2,5,5,348,1,0,1
"194",229242449969221,4,34,5,"Switzerland",4,2,5,2,5,4,34,1,1,0
"195",229242449970251,4,34,4,"Switzerland",4,3,NA,2,5,4,1,1,0,0
"196",229242449970265,6,34910,6,"Switzerland",5,2,4,2,15,5,4892210,1,1,1
"197",229242449971308,3,489,3,"Switzerland",3,2,15,2,10,6,34,1,-3,0
"198",229242449971312,4,4,4,"Switzerland",3,2,20,3,NA,3,4,1,1,1
"199",229242449971313,4,34,5,"Switzerland",3,3,NA,3,NA,3,11,1,2,1
"200",229242449972339,3,11,5,"Switzerland",3,2,50,2,10,4,11,1,1,0
"201",229242449974438,2,48,5,"Switzerland",3,3,NA,2,3,5,22,1,0,-1
"202",229242449974445,2,46,5,"Switzerland",1,2,1,2,1,6,8,1,-1,1
"203",229242449975493,4,8,4,"Switzerland",3,2,15,2,10,5,34822,1,-1,1
"204",229242449977582,2,48,4,"Switzerland",3,2,20,4,20,4,34,1,0,-1
"205",229242449979409,3,3,6,"Switzerland",6,3,NA,2,2,6,3,1,0,-3
"206",229242449982547,1,4,6,"Switzerland",2,2,35,2,15,6,4922,1,0,-1
"207",229242449982562,3,48,6,"Switzerland",3,2,20,2,20,6,489,1,0,0
"208",229242450000078,3,48,4,"Switzerland",3,2,20,2,16,4,1348922,1,0,0
"209",229242450000079,4,11,3,"Switzerland",4,3,NA,3,NA,3,11,1,0,0
"210",229242450002154,2,3489,4,"Switzerland",3,2,20,2,20,6,348922,1,-2,-1
"211",229242450002158,4,3489,5,"Germany",4,2,25,2,20,4,48922,1,1,0
"212",229242450002953,2,4,6,"Switzerland",1,2,100,2,0.8,6,346,1,0,1
"213",229242450005039,3,48,5,"Switzerland",3,2,36,2,36,4,48,1,1,0
"214",229242450005063,2,3,3,"Switzerland",4,2,20,2,20,3,3,1,0,-2
"215",229242450008195,4,48,2,"Switzerland",4,3,NA,4,10,3,822,1,-1,0
"216",229242450009233,3,4,4,"Switzerland",3,2,10,2,20,3,3422,1,1,0
"217",229242450013428,3,11,6,"Switzerland",3,2,4,2,4,4,3,1,2,0
"218",229242450014215,3,34810,5,"Switzerland",3,3,NA,3,NA,4,348922,1,1,0
"219",229242450017359,2,3456,6,"Switzerland",3,2,5,2,12,4,822,1,2,-1
"220",229242450019449,4,4,5,"Switzerland",3,2,30,2,30,5,48,1,0,1
"221",229242450025714,3,411,4,"Switzerland",3,2,20,2,3,4,48922,1,0,0
"222",229242450029643,3,348,4,"Switzerland",4,2,60,2,70,5,4822,1,-1,-1
"223",229242450030694,4,4,5,"Switzerland",4,2,12,2,15,5,348,1,0,0
"224",229242450031736,5,14,5,"Germany",5,2,10,2,20,6,134,1,-1,0
"225",229242450035926,2,48,4,"Switzerland",3,2,20,2,30,4,4,1,0,-1
"226",229255657928942,3,49,6,"Germany",3,4,15,4,10,6,202148922,1,0,0
"227",229255657930998,3,48,5,"Germany",3,3,NA,3,NA,5,48,1,0,0
"228",229255657931005,3,8,5,"Germany",4,3,NA,3,NA,4,21,1,1,-1
"229",229255657931781,2,4,6,"Germany",2,2,25,2,100,5,204822,1,1,0
"230",229255657931784,3,8,5,"Germany",3,2,6,2,15,5,204,1,0,0
"231",229255657932820,2,34,5,"Germany",3,3,NA,3,NA,4,320214822,1,1,-1
"232",229255657932824,2,4,6,"Germany",1,4,10,4,20,6,489,1,0,1
"233",229255657932828,3,3489,4,"Germany",3,3,NA,3,NA,5,3202148922,1,-1,0
"234",229255657932836,2,34,6,"Germany",2,2,10,2,15,5,349,1,1,0
"235",229255657933879,3,34,4,"Germany",2,2,60,2,50,5,320214822,1,-1,1
"236",229255657933882,1,36,6,"Germany",3,3,NA,3,NA,3,221,1,3,-2
"237",229255657934918,2,3489,6,"Germany",3,2,13,2,15,6,34,1,0,-1
"238",229255657935968,3,48,5,"Germany",3,2,10,2,40,4,4,1,1,0
"239",229255657936995,1,123456,6,"Germany",2,2,12,2,8,6,11,1,0,-1
"240",229255657936996,3,34,4,"Germany",4,2,10,2,10,4,348,1,0,-1
"241",229255657936997,3,11,2,"Germany",2,3,NA,3,NA,4,11,1,-2,1
"242",229255657937001,2,11,5,"Germany",2,3,NA,2,25,6,11,1,-1,0
"243",229255657938040,3,48,5,"Germany",3,3,NA,3,NA,5,202148,1,0,0
"244",229255657938043,2,348,6,"Germany",2,2,100,3,NA,5,320214822,1,1,0
"245",229255657938050,3,11,5,"Germany",2,3,NA,3,NA,3,11,1,2,1
"246",229255657938053,4,6,3,"Germany",3,2,5,2,10,3,5,1,0,1
"247",229255657939087,3,48,5,"Germany",3,4,20,4,10,5,202148,1,0,0
"248",229255657939091,4,34,3,"Germany",4,2,10,2,15,5,32148,1,-2,0
"249",229255657939099,4,11,2,"Germany",4,3,NA,3,NA,2,11,1,0,0
"250",229255657940124,2,48,6,"Germany",4,2,20,2,50,6,20422,1,0,-2
"251",229255657940131,3,4,4,"Germany",2,2,2,2,10,3,32048,1,1,1
"252",229255657941170,3,11,4,"Germany",2,2,5,2,8,5,11,1,-1,1
"253",229255657942213,3,348,3,"Germany",4,2,10,2,10,4,32048,1,-1,-1
"254",229255657942218,3,34,5,"Germany",3,2,10,2,5,4,3204,1,1,0
"255",229255657942219,3,34,4,"Germany",3,3,NA,2,70,4,32048,1,0,0
"256",229255657944304,3,4,3,"Germany",3,3,NA,3,NA,4,221,1,-1,0
"257",229255657944311,3,11,6,"Germany",3,2,15,2,10,4,11,1,2,0
"258",229255657945095,3,11,5,"Germany",2,2,30,2,50,4,34,1,1,1
"259",229255657946133,2,11,5,"Germany",2,2,20,2,20,3,11,1,2,0
"260",229255657946137,2,34,5,"Germany",2,3,NA,3,NA,5,321,1,0,0
"261",229255657946140,1,489,5,"Germany",2,2,35,2,35,6,89,1,-1,-1
"262",229255657947177,3,3,3,"Germany",3,2,40,2,40,6,214,1,-3,0
"263",229255657947188,3,11,1,"Germany",3,3,NA,2,30,2,11,1,-1,0
"264",229255657949260,2,3489,6,"Germany",2,2,100,2,100,6,3489,1,0,0
"265",229255657950310,2,34,6,"Germany",3,2,50,2,50,5,3422,1,1,-1
"266",229255657951349,3,348,5,"Germany",3,4,15,4,15,5,3202148,1,0,0
"267",229255657952395,2,348,6,"Germany",2,2,80,2,80,6,320214822,1,0,0
"268",229255657957600,3,3,5,"Germany",4,2,10,2,15,3,422,1,2,-1
"269",229255657958647,3,34,5,"Germany",2,2,10,2,15,5,134,1,0,1
"270",229255657959433,3,348,3,"Germany",3,3,NA,3,NA,4,3204822,1,-1,0
"271",229255657962533,3,4689,4,"Germany",3,3,NA,3,NA,4,22146,1,0,0
"272",229255657965656,2,3489,5,"Germany",2,4,20,4,20,4,3204822,1,1,0
"273",229255657966697,1,345689,6,"Germany",2,2,15,2,15,6,320214822,1,0,-1
"274",229255657966698,3,349,3,"Germany",4,3,NA,3,NA,3,3208,1,0,-1
"275",229255657967727,4,11,2,"Germany",6,2,10,2,20,2,3,1,0,-2
"276",229255657970831,1,34568,6,"Germany",1,2,50,2,40,6,32021456922,1,0,0
"277",229255657980998,3,34,4,"Germany",3,3,NA,3,NA,4,11,1,0,0
"278",229255657984114,2,348,6,"Germany",2,2,70,2,60,6,320214822,1,0,0
"279",229255657984125,3,349,4,"Germany",3,2,2,2,3,4,32048,1,0,0
"280",229255657985168,3,4,5,"Germany",3,3,NA,2,20,6,2021,1,-1,0
"281",229255657997387,3,49,4,"Germany",3,2,40,2,20,5,320214,1,-1,0
"282",229255657999471,3,3456,5,"Germany",3,3,NA,3,NA,4,123204522,1,1,0
"283",229255658003638,3,349,6,"Germany",3,2,100,2,100,5,321422,1,1,0
"284",229255658006771,6,3,5,"Germany",3,2,50,2,30,5,2205,1,0,3
"285",229255658008611,5,45,6,"Germany",3,2,8,2,12,4,2089,1,2,2
"286",229255658040397,3,34,5,"Germany",3,2,10,2,10,4,49,1,1,0
"287",229255658041440,3,389,3,"Germany",3,2,5,2,10,1,204822,1,2,0
"288",229255658041449,3,468,4,"Germany",4,3,NA,4,20,4,32021,1,0,-1
"289",229256171549895,3,4,5,"Switzerland",3,3,NA,4,20,4,4,1,1,0
"290",229256171552970,4,38,4,"Switzerland",3,2,18,2,36,5,34,1,-1,1
"291",229256171556050,3,4,5,"Switzerland",3,2,5,2,6,5,22,1,0,0
"292",229256171561183,3,49,1,"Switzerland",3,2,10,2,20,3,48,1,-2,0
"293",229256171564265,3,46,4,"Switzerland",4,2,40,2,30,3,34,1,1,-1
"294",229256171567352,3,4,5,"Switzerland",3,2,25,4,50,6,48,1,-1,0
"295",229256171569156,2,34,6,"Switzerland",2,2,100,2,20,6,34,1,0,0
"296",229256171575321,3,48,5,"Switzerland",3,2,50,3,NA,6,22,1,-1,0
"297",229256171580455,2,9,2,"Switzerland",1,2,15,2,20,6,4892210,1,-4,1
"298",229256171581480,4,348,5,"Switzerland",2,2,10,2,10,5,348922,1,0,2
"299",229256171581482,3,3,5,"Switzerland",3,2,40,2,25,5,34,1,0,0
"300",229256171582508,3,489,3,"Switzerland",3,2,25,2,4,4,48922,1,-1,0
"301",229256171588667,6,2,5,"Switzerland",3,3,NA,3,NA,4,3,1,1,3
"302",229256171601985,3,18,3,"Switzerland",3,3,NA,3,NA,2,138,1,1,0
"303",229256171609167,3,348,2,"Switzerland",3,2,5,2,40,2,348,1,0,0
"304",229256171622503,4,4,6,"Switzerland",3,2,60,3,NA,6,48,1,0,1
"305",229256171627637,3,3,2,"Switzerland",3,3,NA,3,NA,4,24,1,-2,0
"306",229256171630718,3,8,4,"Switzerland",3,2,10,2,10,5,348,1,-1,0
"307",229256171632771,3,4,5,"Switzerland",3,2,6,3,NA,5,11,1,0,0
"308",229256171634821,3,489,5,"Switzerland",3,2,56,2,30,5,422,1,0,0
"309",229256171636877,3,8,5,"Switzerland",3,2,30,2,20,6,822,1,-1,0
"310",229256171643037,4,136,5,"Switzerland",3,2,10,2,10,5,4,1,0,1
"311",229256171644062,3,348,2,"Switzerland",3,2,15,4,45,4,34822,1,-2,0
"312",229256171658438,4,4,5,"Switzerland",3,2,10,2,8,4,348,1,1,1
"313",229256171660490,3,34568,5,"Switzerland",3,2,23,2,20,4,13456822,1,1,0
"314",229256171670763,1,89,6,"Switzerland",1,2,10,3,NA,5,14822,1,1,0
"315",229256171671793,3,348,5,"Switzerland",3,2,30,3,NA,4,348,1,1,0
"316",229256171672827,3,48,5,"Switzerland",3,2,35,2,40,4,4822,1,1,0
"317",229256171673852,4,136,3,"Switzerland",4,3,NA,2,50,3,345,1,0,0
"318",229256171674879,3,48,1,"Switzerland",3,3,NA,3,NA,1,11,1,0,0
"319",229256171675654,3,3,4,"Switzerland",3,3,NA,2,2,3,34,1,1,0
"320",229256171676680,2,4,3,"Switzerland",3,3,NA,3,NA,3,11,1,0,-1
"321",229256171677705,3,48,4,"Switzerland",5,3,NA,2,10,3,8,1,1,-2
"322",229256171686962,4,4,3,"Switzerland",4,3,NA,3,NA,4,11,1,-1,0
"323",229256171696202,3,34,4,"Switzerland",4,3,NA,2,15,5,11,1,-1,-1
"324",229256171697233,4,8,5,"Switzerland",3,2,3,2,3,5,48,1,0,1
"325",229256171701343,4,34,4,"Switzerland",3,2,10,2,30,5,134,1,-1,1
"326",229256171706482,4,11,6,"Switzerland",6,2,10,2,10,6,8,1,0,-2
"327",229256171707512,3,348,4,"Switzerland",3,2,15,2,15,4,48,1,0,0
